_id,type,properties.id,properties.atribuicao,properties.status,properties.validacao,properties.status_val,properties.obs,properties.area_km2,geometry.type,geometry.coordinates[0][0][0][0],geometry.coordinates[0][0][0][1],geometry.coordinates[0][0][1][0],geometry.coordinates[0][0][1][1],geometry.coordinates[0][0][2][0],geometry.coordinates[0][0][2][1],geometry.coordinates[0][0][3][0],geometry.coordinates[0][0][3][1],geometry.coordinates[0][0][4][0],geometry.coordinates[0][0][4][1],geometry.coordinates[0][0][5][0],geometry.coordinates[0][0][5][1],geometry.coordinates[0][0][6][0],geometry.coordinates[0][0][6][1],geometry.coordinates[0][0][7][0],geometry.coordinates[0][0][7][1],geometry.coordinates[0][0][8][0],geometry.coordinates[0][0][8][1],geometry.coordinates[0][0][9][0],geometry.coordinates[0][0][9][1],geometry.coordinates[0][0][10][0],geometry.coordinates[0][0][10][1],geometry.coordinates[0][0][11][0],geometry.coordinates[0][0][11][1],geometry.coordinates[0][0][12][0],geometry.coordinates[0][0][12][1],geometry.coordinates[0][0][13][0],geometry.coordinates[0][0][13][1],geometry.coordinates[0][0][14][0],geometry.coordinates[0][0][14][1],geometry.coordinates[0][0][15][0],geometry.coordinates[0][0][15][1],geometry.coordinates[0][0][16][0],geometry.coordinates[0][0][16][1],geometry.coordinates[0][0][17][0],geometry.coordinates[0][0][17][1],geometry.coordinates[0][0][18][0],geometry.coordinates[0][0][18][1],geometry.coordinates[0][0][19][0],geometry.coordinates[0][0][19][1],geometry.coordinates[0][0][20][0],geometry.coordinates[0][0][20][1],geometry.coordinates[1][0][0][0],geometry.coordinates[1][0][0][1],geometry.coordinates[1][0][1][0],geometry.coordinates[1][0][1][1],geometry.coordinates[1][0][2][0],geometry.coordinates[1][0][2][1],geometry.coordinates[1][0][3][0],geometry.coordinates[1][0][3][1],geometry.coordinates[1][0][4][0],geometry.coordinates[1][0][4][1],geometry.coordinates[1][0][5][0],geometry.coordinates[1][0][5][1],geometry.coordinates[1][0][6][0],geometry.coordinates[1][0][6][1],geometry.coordinates[1][0][7][0],geometry.coordinates[1][0][7][1],geometry.coordinates[1][0][8][0],geometry.coordinates[1][0][8][1],geometry.coordinates[1][0][9][0],geometry.coordinates[1][0][9][1],geometry.coordinates[1][0][10][0],geometry.coordinates[1][0][10][1],geometry.coordinates[1][0][11][0],geometry.coordinates[1][0][11][1],geometry.coordinates[0][0][21][0],geometry.coordinates[0][0][21][1],geometry.coordinates[0][0][22][0],geometry.coordinates[0][0][22][1],geometry.coordinates[0][0][23][0],geometry.coordinates[0][0][23][1],geometry.coordinates[0][0][24][0],geometry.coordinates[0][0][24][1],geometry.coordinates[0][0][25][0],geometry.coordinates[0][0][25][1],geometry.coordinates[0][0][26][0],geometry.coordinates[0][0][26][1],geometry.coordinates[0][0][27][0],geometry.coordinates[0][0][27][1],geometry.coordinates[0][0][28][0],geometry.coordinates[0][0][28][1],geometry.coordinates[0][0][29][0],geometry.coordinates[0][0][29][1],geometry.coordinates[1][0][12][0],geometry.coordinates[1][0][12][1],geometry.coordinates[1][0][13][0],geometry.coordinates[1][0][13][1],geometry.coordinates[1][0][14][0],geometry.coordinates[1][0][14][1],geometry.coordinates[1][0][15][0],geometry.coordinates[1][0][15][1],geometry.coordinates[1][0][16][0],geometry.coordinates[1][0][16][1],geometry.coordinates[1][0][17][0],geometry.coordinates[1][0][17][1],geometry.coordinates[1][0][18][0],geometry.coordinates[1][0][18][1],geometry.coordinates[1][0][19][0],geometry.coordinates[1][0][19][1],geometry.coordinates[1][0][20][0],geometry.coordinates[1][0][20][1],geometry.coordinates[1][0][21][0],geometry.coordinates[1][0][21][1],data_inicio,data_fim
65f8d5b1c60a8f925ce7a92e,Feature,2202,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7496701.9862726405,505388.646550982,7496701.9862726405,505388.646550982,7496301.9862726405,504688.646550982,7496301.9862726405,504688.646550982,7496701.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/03/2024,16/03/2024
65f8d5b1c60a8f925ce7a92f,Feature,2203,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7497101.9862726405,505388.646550982,7497101.9862726405,505388.646550982,7496701.9862726405,504688.646550982,7496701.9862726405,504688.646550982,7497101.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/04/2024,24/04/2024
65f8d5b1c60a8f925ce7a930,Feature,2204,analista 3,finalizado,,,,0.056194193,MultiPolygon,505360.1477555328,7494537.319077665,505173.04942877777,7494557.514878967,505106.89545053575,7494588.031048887,505048.65282502456,7494638.243816802,504995.6156775465,7494658.944378395,504916.5550289869,7494654.800581191,504866.3435804339,7494670.220852086,504839.4129906872,7494701.9862726405,505388.646550982,7494701.9862726405,505388.646550982,7494536.919255624,505360.1477555328,7494537.319077665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/04/2024,05/04/2024
65f8d5b1c60a8f925ce7a931,Feature,2205,analista 3,finalizado,,,,0.272268531,MultiPolygon,504796.63460851286,7494752.444629222,504762.4988206547,7494765.360564158,504688.646550982,7494772.038400126,504688.646550982,7495101.9862726405,505388.646550982,7495101.9862726405,505388.646550982,7494701.9862726405,504839.4129906872,7494701.9862726405,504796.63460851286,7494752.444629222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/03/2024,22/03/2024
65f8d5b1c60a8f925ce7a932,Feature,2206,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7495501.9862726405,505388.646550982,7495501.9862726405,505388.646550982,7495101.9862726405,504688.646550982,7495101.9862726405,504688.646550982,7495501.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/03/2024,01/03/2024
65f8d5b1c60a8f925ce7a933,Feature,2207,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7502301.9862726405,505388.646550982,7502301.9862726405,505388.646550982,7501901.9862726405,504688.646550982,7501901.9862726405,504688.646550982,7502301.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/04/2024,08/04/2024
65f8d5b1c60a8f925ce7a934,Feature,2208,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7502701.9862726405,505388.646550982,7502701.9862726405,505388.646550982,7502301.9862726405,504688.646550982,7502301.9862726405,504688.646550982,7502701.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/03/2024,08/03/2024
65f8d5b1c60a8f925ce7a935,Feature,2209,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7503101.9862726405,505388.646550982,7503101.9862726405,505388.646550982,7502701.9862726405,504688.646550982,7502701.9862726405,504688.646550982,7503101.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/03/2024,05/03/2024
65f8d5b1c60a8f925ce7a936,Feature,2210,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7503501.9862726405,505388.646550982,7503501.9862726405,505388.646550982,7503101.9862726405,504688.646550982,7503101.9862726405,504688.646550982,7503501.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2024,06/04/2024
65f8d5b1c60a8f925ce7a937,Feature,2211,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7500701.9862726405,505388.646550982,7500701.9862726405,505388.646550982,7500301.9862726405,504688.646550982,7500301.9862726405,504688.646550982,7500701.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2024,25/03/2024
65f8d5b1c60a8f925ce7a938,Feature,2212,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7501101.9862726405,505388.646550982,7501101.9862726405,505388.646550982,7500701.9862726405,504688.646550982,7500701.9862726405,504688.646550982,7501101.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2024,22/04/2024
65f8d5b1c60a8f925ce7a939,Feature,2213,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7501501.9862726405,505388.646550982,7501501.9862726405,505388.646550982,7501101.9862726405,504688.646550982,7501101.9862726405,504688.646550982,7501501.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/03/2024,03/03/2024
65f8d5b1c60a8f925ce7a93a,Feature,2214,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7501901.9862726405,505388.646550982,7501901.9862726405,505388.646550982,7501501.9862726405,504688.646550982,7501501.9862726405,504688.646550982,7501901.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2024,29/03/2024
65f8d5b1c60a8f925ce7a93b,Feature,2215,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7499101.9862726405,505388.646550982,7499101.9862726405,505388.646550982,7498701.9862726405,504688.646550982,7498701.9862726405,504688.646550982,7499101.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/04/2024,19/04/2024
65f8d5b1c60a8f925ce7a93c,Feature,2216,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7499501.9862726405,505388.646550982,7499501.9862726405,505388.646550982,7499101.9862726405,504688.646550982,7499101.9862726405,504688.646550982,7499501.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/03/2024,16/03/2024
65f8d5b1c60a8f925ce7a93d,Feature,2217,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7499901.9862726405,505388.646550982,7499901.9862726405,505388.646550982,7499501.9862726405,504688.646550982,7499501.9862726405,504688.646550982,7499901.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/04/2024,24/04/2024
65f8d5b1c60a8f925ce7a93e,Feature,2218,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7500301.9862726405,505388.646550982,7500301.9862726405,505388.646550982,7499901.9862726405,504688.646550982,7499901.9862726405,504688.646550982,7500301.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/03/2024,08/03/2024
65f8d5b1c60a8f925ce7a93f,Feature,2219,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7497501.9862726405,505388.646550982,7497501.9862726405,505388.646550982,7497101.9862726405,504688.646550982,7497101.9862726405,504688.646550982,7497501.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/03/2024,11/03/2024
65f8d5b1c60a8f925ce7a940,Feature,2220,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7497901.9862726405,505388.646550982,7497901.9862726405,505388.646550982,7497501.9862726405,504688.646550982,7497501.9862726405,504688.646550982,7497901.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/03/2024,15/03/2024
65f8d5b1c60a8f925ce7a941,Feature,2221,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7498301.9862726405,505388.646550982,7498301.9862726405,505388.646550982,7497901.9862726405,504688.646550982,7497901.9862726405,504688.646550982,7498301.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/04/2024,10/04/2024
65f8d5b1c60a8f925ce7a942,Feature,2222,analista 3,finalizado,,,,0.280223958,MultiPolygon,504688.646550982,7498701.9862726405,505388.646550982,7498701.9862726405,505388.646550982,7498301.9862726405,504688.646550982,7498301.9862726405,504688.646550982,7498701.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/03/2024,07/03/2024
65f8d5b1c60a8f925ce7a943,Feature,2223,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7495901.9862726405,506088.646550982,7495901.9862726405,506088.646550982,7495501.9862726405,505388.646550982,7495501.9862726405,505388.646550982,7495901.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2024,27/03/2024
65f8d5b1c60a8f925ce7a944,Feature,2224,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7496301.9862726405,506088.646550982,7496301.9862726405,506088.646550982,7495901.9862726405,505388.646550982,7495901.9862726405,505388.646550982,7496301.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/03/2024,23/03/2024
65f8d5b1c60a8f925ce7a945,Feature,2225,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7496701.9862726405,506088.646550982,7496701.9862726405,506088.646550982,7496301.9862726405,505388.646550982,7496301.9862726405,505388.646550982,7496701.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/03/2024,07/03/2024
65f8d5b1c60a8f925ce7a946,Feature,2226,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7497101.9862726405,506088.646550982,7497101.9862726405,506088.646550982,7496701.9862726405,505388.646550982,7496701.9862726405,505388.646550982,7497101.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/03/2024,05/03/2024
65f8d5b1c60a8f925ce7a947,Feature,2227,analista 3,finalizado,,,,0.016487328,MultiPolygon,506027.5134714952,7494133.430441458,506020.1069933488,7494230.185806906,505996.89888832875,7494259.311932673,505915.89771640074,7494283.685898304,505895.607885381,7494301.9862726405,506088.646550982,7494301.9862726405,506088.646550982,7494091.025145267,506027.5134714952,7494133.430441458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/04/2024,22/04/2024
65f8d5b1c60a8f925ce7a948,Feature,2228,analista 3,finalizado,,,,0.212756963,MultiPolygon,505853.37186090456,7494340.08097425,505816.8213720993,7494358.103018062,505724.80300635326,7494359.523339072,505686.029909113,7494376.223207006,505636.81901337806,7494416.275505759,505632.47246297164,7494423.259417135,505599.06933890993,7494476.930428835,505555.2586249514,7494517.1083321925,505499.46643822896,7494535.364515052,505388.646550982,7494536.919255624,505388.646550982,7494701.9862726405,506088.646550982,7494701.9862726405,506088.646550982,7494301.9862726405,505895.607885381,7494301.9862726405,505853.37186090456,7494340.08097425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/03/2024,23/03/2024
65f8d5b1c60a8f925ce7a949,Feature,2229,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7495101.9862726405,506088.646550982,7495101.9862726405,506088.646550982,7494701.9862726405,505388.646550982,7494701.9862726405,505388.646550982,7495101.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/03/2024,04/03/2024
65f8d5b1c60a8f925ce7a94a,Feature,2231,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7502301.9862726405,506088.646550982,7502301.9862726405,506088.646550982,7501901.9862726405,505388.646550982,7501901.9862726405,505388.646550982,7502301.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/03/2024,06/03/2024
65f8d5b1c60a8f925ce7a94b,Feature,2232,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7502701.9862726405,506088.646550982,7502701.9862726405,506088.646550982,7502301.9862726405,505388.646550982,7502301.9862726405,505388.646550982,7502701.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/04/2024,10/04/2024
65f8d5b1c60a8f925ce7a94c,Feature,2233,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7503101.9862726405,506088.646550982,7503101.9862726405,506088.646550982,7502701.9862726405,505388.646550982,7502701.9862726405,505388.646550982,7503101.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/03/2024,06/03/2024
65f8d5b1c60a8f925ce7a94d,Feature,2234,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7503501.9862726405,506088.646550982,7503501.9862726405,506088.646550982,7503101.9862726405,505388.646550982,7503101.9862726405,505388.646550982,7503501.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/03/2024,24/03/2024
65f8d5b1c60a8f925ce7a94e,Feature,2235,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7500701.9862726405,506088.646550982,7500701.9862726405,506088.646550982,7500301.9862726405,505388.646550982,7500301.9862726405,505388.646550982,7500701.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/04/2024,08/04/2024
65f8d5b1c60a8f925ce7a94f,Feature,2236,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7501101.9862726405,506088.646550982,7501101.9862726405,506088.646550982,7500701.9862726405,505388.646550982,7500701.9862726405,505388.646550982,7501101.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/03/2024,04/03/2024
65f8d5b1c60a8f925ce7a950,Feature,2237,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7501501.9862726405,506088.646550982,7501501.9862726405,506088.646550982,7501101.9862726405,505388.646550982,7501101.9862726405,505388.646550982,7501501.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/03/2024,02/03/2024
65f8d5b1c60a8f925ce7a951,Feature,2238,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7501901.9862726405,506088.646550982,7501901.9862726405,506088.646550982,7501501.9862726405,505388.646550982,7501501.9862726405,505388.646550982,7501901.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/03/2024,12/03/2024
65f8d5b1c60a8f925ce7a952,Feature,2239,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7499101.9862726405,506088.646550982,7499101.9862726405,506088.646550982,7498701.9862726405,505388.646550982,7498701.9862726405,505388.646550982,7499101.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/04/2024,19/04/2024
65f8d5b1c60a8f925ce7a953,Feature,2240,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7499501.9862726405,506088.646550982,7499501.9862726405,506088.646550982,7499101.9862726405,505388.646550982,7499101.9862726405,505388.646550982,7499501.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/03/2024,03/03/2024
65f8d5b1c60a8f925ce7a954,Feature,2241,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7499901.9862726405,506088.646550982,7499901.9862726405,506088.646550982,7499501.9862726405,505388.646550982,7499501.9862726405,505388.646550982,7499901.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/04/2024,07/04/2024
65f8d5b1c60a8f925ce7a955,Feature,2242,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7500301.9862726405,506088.646550982,7500301.9862726405,506088.646550982,7499901.9862726405,505388.646550982,7499901.9862726405,505388.646550982,7500301.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/04/2024,15/04/2024
65f8d5b1c60a8f925ce7a956,Feature,2243,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7497501.9862726405,506088.646550982,7497501.9862726405,506088.646550982,7497101.9862726405,505388.646550982,7497101.9862726405,505388.646550982,7497501.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/03/2024,29/03/2024
65f8d5b1c60a8f925ce7a957,Feature,2244,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7497901.9862726405,506088.646550982,7497901.9862726405,506088.646550982,7497501.9862726405,505388.646550982,7497501.9862726405,505388.646550982,7497901.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/04/2024,12/04/2024
65f8d5b1c60a8f925ce7a958,Feature,2245,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7498301.9862726405,506088.646550982,7498301.9862726405,506088.646550982,7497901.9862726405,505388.646550982,7497901.9862726405,505388.646550982,7498301.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/03/2024,03/03/2024
65f8d5b1c60a8f925ce7a959,Feature,2246,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7498701.9862726405,506088.646550982,7498701.9862726405,506088.646550982,7498301.9862726405,505388.646550982,7498301.9862726405,505388.646550982,7498701.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/03/2024,16/03/2024
65f8d5b1c60a8f925ce7a95a,Feature,2247,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7508701.9862726405,506088.646550982,7508701.9862726405,506088.646550982,7508301.9862726405,505388.646550982,7508301.9862726405,505388.646550982,7508701.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/03/2024,16/03/2024
65f8d5b1c60a8f925ce7a95b,Feature,2248,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7509101.9862726405,506088.646550982,7509101.9862726405,506088.646550982,7508701.9862726405,505388.646550982,7508701.9862726405,505388.646550982,7509101.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/04/2024,24/04/2024
65f8d5b1c60a8f925ce7a95c,Feature,2249,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7509501.9862726405,506088.646550982,7509501.9862726405,506088.646550982,7509101.9862726405,505388.646550982,7509101.9862726405,505388.646550982,7509501.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/04/2024,03/04/2024
65f8d5b1c60a8f925ce7a95d,Feature,2250,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7509901.9862726405,506088.646550982,7509901.9862726405,506088.646550982,7509501.9862726405,505388.646550982,7509501.9862726405,505388.646550982,7509901.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/04/2024,18/04/2024
65f8d5b1c60a8f925ce7a95e,Feature,2251,analista 3,finalizado,,,,0.280223906,MultiPolygon,505388.646550982,7507101.9862726405,506088.646550982,7507101.9862726405,506088.646550982,7506701.9862726405,505388.646550982,7506701.9862726405,505388.646550982,7507101.9862726405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/03/2024,24/03/2024
